type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,-0.16630469238390547,-0.4230180609705946,0.28470393248671483,3.206983719963288,-0.31496514497589145,0.8155653085446922,0.9599756048834102,2.1022136509718856,-1.359275407158708,-0.5461646410578846,-1.418558211070525,6
white,-0.7063530978684434,-0.24073051369704085,0.14704329688225296,-0.8079094525050275,-0.20078078130086421,-0.9311070516567161,0.2876175394013979,-0.23233191758030444,0.5074053916488662,-0.27734112289132096,-0.8316151563879578,6
white,0.6823428019489393,-0.3622555452127432,0.5600252036956394,0.3061708518971753,-0.1722346903821074,-0.02959873671405376,-0.33165962617413963,0.13452524319218465,0.25851461847452256,-0.6133705205995256,-0.32852110951718577,6
white,-0.012005147959751692,-0.6660681240019998,0.009382661277790676,0.6424969815280288,0.05613403696794687,0.928253847912525,1.2430737377179415,0.3012784980887908,-0.1770442345805774,-0.8821940387660893,-0.49621912514077593,6
white,-0.012005147959751692,-0.6660681240019998,0.009382661277790676,0.6424969815280288,0.05613403696794687,0.928253847912525,1.2430737377179415,0.3012784980887908,-0.1770442345805774,-0.8821940387660893,-0.49621912514077593,6
white,0.6823428019489393,-0.3622555452127432,0.5600252036956394,0.3061708518971753,-0.1722346903821074,-0.02959873671405376,-0.33165962617413963,0.13452524319218465,0.25851461847452256,-0.6133705205995256,-0.32852110951718577,6
white,-0.7835028700805199,-0.11920548218133815,-1.0919024235579065,0.3271912349991036,-0.31496514497589145,-0.02959873671405376,0.3583920726100308,0.067823941233557,-0.2392669278741619,-0.41175288197460297,-0.7477661485761627,6
white,-0.16630469238390547,-0.4230180609705946,0.28470393248671483,3.206983719963288,-0.31496514497589145,0.8155653085446922,0.9599756048834102,2.1022136509718856,-1.359275407158708,-0.5461646410578846,-1.418558211070525,6
white,-0.7063530978684434,-0.24073051369704085,0.14704329688225296,-0.8079094525050275,-0.20078078130086421,-0.9311070516567161,0.2876175394013979,-0.23233191758030444,0.5074053916488662,-0.27734112289132096,-0.8316151563879578,6
white,0.6823428019489393,-0.7268306397598511,0.7665161571023325,-0.8289298356069559,-0.3435112358946482,-0.14228727608188654,0.23453663949492326,-0.2990332195389321,0.009623845300181713,-0.5461646410578846,0.4261199607889731,6
white,0.6823428019489393,-0.4230180609705946,0.6288555214978702,-0.83944002715792,-0.6575182360009727,-1.1001398607084654,-0.933243158447519,-1.299552748918458,-1.4214981004522926,0.19310003390016608,1.264610038906927,5
white,1.0680916630093233,-0.6660681240019998,0.5600252036956394,-0.2613794918548903,-0.6004260541634591,-0.7620742426049669,-0.11933602654824106,0.0011226392749293526,-0.48815770104850553,-0.008517604724756928,-0.6639171407643676,5
white,0.5280432575247862,-0.9698807027912564,0.353534250288946,-0.8919909849127409,-0.45769559956967526,-0.8184185122888833,-0.7209195588216204,-0.899344937166655,-0.2392669278741619,0.6635411906916524,0.25842194516538286,5
white,-0.474903781232213,-1.0914057343069588,0.5600252036956394,-0.8289298356069559,-0.3435112358946482,0.9845981175964413,0.4822475057251383,-1.1661501450012026,2.000750030694928,-0.07572348426639794,1.6000060701541088,7
white,0.8366423463730936,0.4884196753971746,2.074292195344723,2.902188164985327,-0.45769559956967526,0.5901882298090266,0.9953628714877266,1.835408443137375,-1.48372079374588,0.9323647088582164,-0.6639171407643676,5
white,-0.474903781232213,-1.0306432185491075,0.4223645680911771,-0.8289298356069559,-0.6860643269197295,-0.14228727608188654,-0.06625512664176642,-1.099448843042575,0.19629192518093805,0.12589415435852508,0.7615159920361549,7
white,-0.7063530978684434,0.8529947699442824,-1.9178662371846795,-0.9130113680146694,-0.28641905405713464,-0.02959873671405376,-0.29627235956982323,-0.6325397293321073,0.1340692318873535,-1.1510175569326533,-0.7477661485761627,6
white,-0.7835028709508446,1.946720053585606,1.1106677461134877,-0.8919909849127409,-0.7717025996759999,-0.08594300639797016,-0.7209195588216204,-1.8331631645875532,0.6940734715296253,-0.9493999183077303,1.9354021014012908,8
white,0.1422943964644021,0.0023195493343645362,0.6976858393001013,-0.9130113680146694,-0.6575182360009727,-0.7620742426049669,0.9776692381855684,-0.9993968901045965,-0.6126030876356773,-0.008517604724756928,0.6776669842243598,6
white,-0.5520535534442895,-0.1799679979391895,-1.2295630591623685,0.43229315050874534,-0.3435112358946482,0.19577834202161182,0.3053111727035561,0.267927847109477,0.009623845300181713,-0.21013524334967995,-0.8316151563879578,5
white,-0.7835028700805199,1.946720053585606,1.1106677461134877,-0.8919909849127409,-0.7717025996759999,-0.08594300639797016,-0.7209195588216204,-1.8331631645875532,0.6940734715296253,-0.9493999183077303,1.9354021014012908,8
white,-0.629203325656366,-0.1799679979391895,0.4223645680911771,-0.5346444721799589,-0.5147877814071888,-0.6493857032371341,-0.24319145966334857,-1.1661501450012026,-0.3014896211677492,-1.2182234364742943,0.4261199607889731,7
white,-0.3206042368080592,-0.4837805767284459,0.6976858393001013,-0.7868890694030991,-0.20078078130086421,0.5901882298090266,0.11068120637981575,-0.5658384273734798,1.565191177639828,-0.34454700243296194,0.006874921729996099,8
white,0.2965939408885552,2.0074825693434573,-1.2295630591623685,-0.8289298356069559,0.5128714916680552,-0.31132008513363574,0.9245883382790937,-0.3323838705182459,-1.04816194069078,-0.14292936380803895,-0.999313172011548,5
white,-0.474903781232213,-0.4230180609705946,0.6288555214978702,-0.8709706018108127,-0.11514250854459397,-0.8184185122888833,0.4645538724229801,0.13452524319218465,1.254077711171897,-0.41175288197460297,-0.4123701173289809,6
white,-0.16630469238390547,-0.5445430924862973,0.009382661277790676,0.7475988970376707,-0.28641905405713464,1.4353522750677725,2.2869981025452764,0.267927847109477,0.19629192518093805,-0.21013524334967995,-0.076974086081799,6
white,-0.243454464595982,-0.6053056082441486,0.2158736146844837,-0.9340317511165976,-0.11514250854459397,0.25212261170552824,0.535328405631613,-0.5658384273734798,1.440745791052656,-0.6133705205995256,-0.4123701173289809,6
white,-0.16630469238390547,-0.3622555452127432,0.49119488589340826,0.6845377477318855,-0.14368859946335077,0.08308980265377904,0.44686023912082184,0.46803175298535993,1.0051869379975533,-0.008517604724756928,0.006874921729996099,6
white,0.1422943964644021,-0.4230180609705946,1.1106677461134877,-0.9130113680146694,-0.2578729631383778,-0.7620742426049669,0.2876175394013979,-1.099448843042575,-0.1770442345805774,-0.27734112289132096,0.9292140076597452,6
white,-0.012005147959751692,-0.11920548218133815,0.28470393248671483,-0.7238279200973141,-0.6575182360009727,0.36481115107336104,-0.030867860037449978,-1.3662540508770855,-0.7370484742228491,1.2011882270247796,1.5161570623423137,7
white,0.9909418907972468,-0.6053056082441486,0.49119488589340826,1.0418842604646676,-0.3435112358946482,-0.5930414335532177,0.4645538724229801,0.9015902157164767,-0.1148215412869901,-0.008517604724756928,-0.4123701173289809,6
white,0.8366423463730936,-1.2129307658226613,0.14704329688225296,-0.9130113680146694,-0.4006034177321617,-1.3255169394441308,-1.2163412912820504,-0.43243582345622444,1.565191177639828,-0.8821940387660893,-0.24467210170539067,6
white,0.1422943964644021,-0.5445430924862973,0.28470393248671483,-0.71331772854635,-0.1722346903821074,0.026745532969862637,-0.278578726267665,-0.899344937166655,-0.1770442345805774,-0.6133705205995256,0.25842194516538286,6
white,-0.7835028700805199,-1.3344557973383642,0.14704329688225296,-0.5257755464441769,-0.31496514497589145,0.7028767691768594,0.022213039869024672,-0.2656825685596183,1.254077711171897,-0.14292936380803895,-1.2508601954469347,6
white,-1.0921019589288274,-0.4230180609705946,-0.8165811523489822,1.9983116916024075,-0.3435112358946482,-0.48035289418538496,1.1192183046028341,0.5013824039646738,0.9429642447039689,-1.0838116773910123,-0.24467210170539067,5
white,0.06514462425232485,-0.3622555452127432,0.7665161571023325,-0.7868890694030991,0.684148037180596,-0.5366971638693013,0.12837483968197397,-1.3996047018563995,-0.1770442345805774,-0.7477822796828076,1.9354021014012908,5
