type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,0.0,-0.11764705882352919,0.35714285714285704,2.8095238095238093,-0.07407407407407413,0.6666666666666666,0.6582278481012658,1.3139784946236088,-1.0,-0.35294117647058826,-0.833333333333333,6
white,-0.5384615384615387,0.058823529411764754,0.21428571428571447,-0.2222222222222222,0.07407407407407413,-0.625,0.17721518987341772,-0.19139784946237617,0.428571428571428,-0.11764705882352952,-0.44444444444444464,6
white,0.846153846153846,-0.05882352941176443,0.642857142857143,0.6190476190476191,0.1111111111111112,0.041666666666666664,-0.26582278481012656,0.0451612903225657,0.23809523809523728,-0.41176470588235303,-0.11111111111111166,6
white,0.153846153846154,-0.35294117647058804,0.07142857142857148,0.873015873015873,0.40740740740740744,0.75,0.8607594936708861,0.15268817204300686,-0.09523809523809534,-0.6470588235294118,-0.22222222222222232,6
white,0.153846153846154,-0.35294117647058804,0.07142857142857148,0.873015873015873,0.40740740740740744,0.75,0.8607594936708861,0.15268817204300686,-0.09523809523809534,-0.6470588235294118,-0.22222222222222232,6
white,0.846153846153846,-0.05882352941176443,0.642857142857143,0.6190476190476191,0.1111111111111112,0.041666666666666664,-0.26582278481012656,0.0451612903225657,0.23809523809523728,-0.41176470588235303,-0.11111111111111166,6
white,-0.6153846153846153,0.17647058823529427,-1.0714285714285714,0.6349206349206349,-0.07407407407407413,0.041666666666666664,0.22784810126582278,0.0021505376343987953,-0.14285714285714196,-0.23529411764705904,-0.38888888888888934,6
white,0.0,-0.11764705882352919,0.35714285714285704,2.8095238095238093,-0.07407407407407413,0.6666666666666666,0.6582278481012658,1.3139784946236088,-1.0,-0.35294117647058826,-0.833333333333333,6
white,-0.5384615384615387,0.058823529411764754,0.21428571428571447,-0.2222222222222222,0.07407407407407413,-0.625,0.17721518987341772,-0.19139784946237617,0.428571428571428,-0.11764705882352952,-0.44444444444444464,6
white,0.846153846153846,-0.4117647058823528,0.857142857142857,-0.2380952380952381,-0.1111111111111112,-0.041666666666666664,0.13924050632911392,-0.23440860215054307,0.04761904761904873,-0.35294117647058826,0.38888888888888834,6
white,0.846153846153846,-0.11764705882352919,0.7142857142857141,-0.24603174603174605,-0.5185185185185184,-0.75,-0.6962025316455697,-0.8795698924731183,-1.0476190476190466,0.2941176470588238,0.9444444444444436,5
white,1.2307692307692306,-0.35294117647058804,0.642857142857143,0.19047619047619052,-0.44444444444444425,-0.5,-0.11392405063291139,-0.04086021505376811,-0.33333333333333265,0.11764705882352952,-0.333333333333334,5
